Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
2.095895328,14.69999981,7.859999657,-42.71999741,45.85703618
2.103829898,14.39999962,7.799999714,-42.41999817,45.47148809
2.111764468,14.39999962,7.559999943,-42.23999786,45.26290985
2.119760074,14.63999939,7.919999599,-42.29999924,45.45707768
2.127694644,14.88000011,8.399999619,-43.07999802,46.34501727
2.135629214,14.81999969,8.279999733,-43.07999802,46.30417925
2.143594302,14.5199995,8.099999428,-43.13999939,46.2331042
2.151528873,15.11999989,7.679999828,-43.13999939,46.35360117
2.15949396,15.05999947,7.259999752,-42.59999847,45.76320629
2.167428531,15.89999962,7.139999866,-42.11999893,45.58381178
2.175363101,16.19999886,7.079999924,-41.87999725,45.45877838
2.183358707,15.89999962,7.199999809,-41.57999802,45.09485802
2.191323794,15.42000008,7.139999866,-41.87999725,45.19613004
2.1993194,14.69999981,7.079999924,-42.29999924,45.33769214
2.207192935,15.11999989,7.319999695,-42.84000015,46.01589296
2.215127505,14.93999958,7.379999638,-43.02000046,46.13446024
2.223031558,15.29999924,7.440000057,-42.89999771,46.15033457
2.230966128,15.29999924,7.679999828,-42.77999878,46.07820167
2.238992251,15.59999943,7.859999657,-42.65999985,46.09788676
2.246926822,15.71999931,7.799999714,-42.89999771,46.35049274
2.254922427,15.71999931,7.859999657,-43.02000046,46.47169474
2.262856998,15.77999973,7.859999657,-43.02000046,46.4920254
2.270791568,15.17999935,7.679999828,-42.84000015,46.09425551
2.278756656,15.29999924,7.799999714,-42.41999817,45.76446456
2.286660708,15.11999989,7.5,-42,45.26438331
2.294625796,15.42000008,7.440000057,-42.18000031,45.52232891
2.302529849,15.35999966,7.559999943,-42,45.35507897
2.310494937,15.11999989,7.679999828,-42.29999924,45.57287274
2.318490542,15.05999947,7.919999599,-42.59999847,45.87253914
2.326394595,15.05999947,7.619999886,-41.81999969,45.09745399
2.334329165,15.47999954,7.5,-41.75999832,45.16389981
2.342263736,16.07999992,7.259999752,-41.34000015,44.94740934
2.350198306,16.19999886,7.259999752,-41.70000076,45.32149184
2.358163394,16.26000023,7.559999943,-42.18000031,45.83332447
2.366067447,15.96000004,7.799999714,-42.23999786,45.82334576
2.374002017,15.65999985,7.859999657,-42.47999954,45.95177419
2.38190607,16.13999939,7.919999599,-42.23999786,45.90689919
2.38984064,16.07999992,7.799999714,-42.54000092,46.14171725
2.397866763,16.13999939,7.440000057,-42.84000015,46.38015518
2.405770816,16.07999992,7.379999638,-42.77999878,46.29426625
2.413766421,15.96000004,7.319999695,-42.77999878,46.24318644
2.421700992,15.8399992,7.5,-42.23999786,45.73153173
2.429635562,16.13999939,7.859999657,-42.05999756,45.73098041
2.43760065,15.89999962,7.679999828,-42.47999954,46.00372535
2.445474185,15.23999977,7.739999771,-42.36000061,45.67860376
2.45346979,15.23999977,7.619999886,-42.77999878,46.04834728
2.461373843,15,7.139999866,-42.77999878,45.89235115
2.469338931,15.29999924,7.259999752,-42.18000031,45.45272268
2.477334537,15.29999924,7.319999695,-41.81999969,45.12853584
